"","LocationName","LocationType","LatitudeDegrees","LatitudeMinutes","LatitudeDirection","LongitudeDegrees","LongitudeMinutes","LongitudeDirection","LocationCode","MapCode","FileName","latitude","longitude","FileName_num","LocationName_clean","LocationType_txt","LocationType_category"
"12575","VICTORIA, LAKE","LK",1,0,"S",33,0,"E",56600,1,"page371.tiff",-1,33,371,"victoria, lake","lake","water"
"12576","WAMORO, LAKE","LK",0,6,"N",34,2,"E",56610,1,"page374.tiff",0.1,34.0333333333333,374,"wamoro, lake","lake","water"
"12577","CHALA CRATER LAKE SEE CHALA, LAKE","LKC",3,19,"S",37,41,"E",56600,0,"page38.tiff",-3.31666666666667,37.6833333333333,38,"chala crater lake see chala, lake","crater lake","geog"
"12578","CHALA, LAKE","LKC",3,19,"S",37,41,"E",56600,1,"page38.tiff",-3.31666666666667,37.6833333333333,38,"chala, lake","crater lake","geog"
"12579","DZIWA TSEHA","LKI",4,7,"S",39,37,"E",56680,1,"page57.tiff",-4.11666666666667,39.6166666666667,57,"dziwa tseha","intermittent lake","water"
"12580","SHALU, LAKE SEE SHALU, ZIWA LA","LKI",2,8,"S",40,27,"E",56680,0,"page340.tiff",-2.13333333333333,40.45,340,"shalu, lake see shalu, ziwa la","intermittent lake","water"
"12581","SHALU, ZIWA LA","LKI",2,8,"S",40,27,"E",56680,1,"page340.tiff",-2.13333333333333,40.45,340,"shalu, ziwa la","intermittent lake","water"
"12582","CARR LAKES","LKS",0,11,"S",37,21,"E",56660,1,"page37.tiff",-0.183333333333333,37.35,37,"carr lakes","tarns",""
"12583","HALL TARNS","LKS",0,9,"S",37,21,"E",56660,1,"page87.tiff",-0.15,37.35,87,"hall tarns","tarns",""
"12584","THOMPSON TARNS","LKS",0,10,"S",37,19,"E",56660,1,"page359.tiff",-0.166666666666667,37.3166666666667,359,"thompson tarns","tarns",""
"12585","TUDOR, PORT","MBR",4,1,"S",39,39,"E",56680,1,"page364.tiff",-4.01666666666667,39.65,364,"tudor, port","MBR",""
"12586","AMUGAA","MFG",0,10,"N",37,53,"E",56660,1,"page19.tiff",0.166666666666667,37.8833333333333,19,"amugaa","factory","build"
"12587","ANCHENGE","MFG",0,12,"N",37,56,"E",56660,1,"page20.tiff",0.2,37.9333333333333,20,"anchenge","factory","build"
"12588","ANTUBETWE","MFG",0,16,"N",37,57,"E",56660,1,"page21.tiff",0.266666666666667,37.95,21,"antubetwe","factory","build"
"12589","AROKIET SEE ARROKET","MFG",0,37,"S",35,4,"E",56630,0,"page22.tiff",-0.616666666666667,35.0666666666667,22,"arokiet see arroket","factory","build"
"12590","ARROKET","MFG",0,37,"S",35,4,"E",56630,1,"page22.tiff",-0.616666666666667,35.0666666666667,22,"arroket","factory","build"
"12591","ATHINAI SISAL FACTORY","MFG",0,2,"S",35,58,"E",56630,1,"page23.tiff",-0.0333333333333333,35.9666666666667,23,"athinai sisal factory","factory","build"
"12592","AYORA","MFG",0,31,"S",34,44,"E",56620,0,"page24.tiff",-0.516666666666667,34.7333333333333,24,"ayora","factory","build"
"12593","BHANGRA","MFG",0,12,"N",35,3,"E",56630,1,"page29.tiff",0.2,35.05,29,"bhangra","factory","build"
"12594","BURET","MFG",0,7,"N",35,26,"E",56630,1,"page36.tiff",0.116666666666667,35.4333333333333,36,"buret","factory","build"
"12595","CHANGOI TEA FACTORY","MFG",0,29,"S",35,13,"E",56630,1,"page39.tiff",-0.483333333333333,35.2166666666667,39,"changoi tea factory","factory","build"
"12596","CHEHE","MFG",0,25,"S",37,13,"E",56640,1,"page41.tiff",-0.416666666666667,37.2166666666667,41,"chehe","factory","build"
"12597","CHEMOMI","MFG",0,7,"N",35,8,"E",56630,1,"page42.tiff",0.116666666666667,35.1333333333333,42,"chemomi","factory","build"
"12598","CHEMONI SEE CHEMOMI","MFG",0,7,"N",35,8,"E",56630,0,"page42.tiff",0.116666666666667,35.1333333333333,42,"chemoni see chemomi","factory","build"
"12599","CHINGA","MFG",0,34,"S",36,57,"E",56640,1,"page47.tiff",-0.566666666666667,36.95,47,"chinga","factory","build"
"12600","ENA","MFG",0,32,"S",37,38,"E",56660,1,"page63.tiff",-0.533333333333333,37.6333333333333,63,"ena","factory","build"
"12601","ENCHORRO SEE NJORO CANNING FACTORY","MFG",0,22,"S",35,56,"E",56630,0,"page63.tiff",-0.366666666666667,35.9333333333333,63,"enchorro see njoro canning factory","factory","build"
"12602","ENDIMA SAWMILLS","MFG",0,34,"S",35,58,"E",56630,1,"page64.tiff",-0.566666666666667,35.9666666666667,64,"endima sawmills","factory","build"
"12603","ENJORO SEE NJORO CANNING FACTORY","MFG",0,22,"S",35,56,"E",56630,0,"page65.tiff",-0.366666666666667,35.9333333333333,65,"enjoro see njoro canning factory","factory","build"
"12604","GATUA NYAGA","MFG",1,3,"S",37,12,"E",56640,1,"page76.tiff",-1.05,37.2,76,"gatua nyaga","factory","build"
"12605","GEORGE","MFG",1,15,"S",34,48,"E",56630,1,"page77.tiff",-1.25,34.8,77,"george","factory","build"
"12606","GETA MILL","MFG",0,28,"S",36,35,"E",56640,1,"page78.tiff",-0.466666666666667,36.5833333333333,78,"geta mill","factory","build"
"12607","HIGHLANDS NUMBER ONE","MFG",0,4,"N",35,25,"E",56630,1,"Page89.tiff",0.0666666666666667,35.4166666666667,89,"highlands number one","factory","build"
"12608","HIGHLANDS NUMBER TWO","MFG",0,3,"N",35,25,"E",56630,1,"Page89.tiff",0.05,35.4166666666667,89,"highlands number two","factory","build"
"12609","IYABE","MFG",0,45,"S",34,45,"E",56620,0,"page99.tiff",-0.75,34.75,99,"iyabe","factory","build"
"12610","JAGGERY","MFG",0,42,"S",34,36,"E",56620,0,"page99.tiff",-0.7,34.6,99,"jaggery","factory","build"
"12611","JAMJI TEA FACTORY","MFG",0,29,"S",35,11,"E",56630,1,"page100.tiff",-0.483333333333333,35.1833333333333,100,"jamji tea factory","factory","build"
"12612","KABATERE SAWMILLS","MFG",0,32,"S",35,59,"E",56630,1,"page103.tiff",-0.533333333333333,35.9833333333333,103,"kabatere sawmills","factory","build"
"12613","KAGIMA","MFG",0,37,"S",36,59,"E",56640,1,"page107.tiff",-0.616666666666667,36.9833333333333,107,"kagima","factory","build"
"12614","KAKAMEGA","MFG",0,16,"N",34,55,"E",56610,1,"page111.tiff",0.266666666666667,34.9166666666667,111,"kakamega","factory","build"
"12615","KAKUSWI","MFG",0,58,"S",37,16,"E",56640,1,"page112.tiff",-0.966666666666667,37.2666666666667,112,"kakuswi","factory","build"
"12616","KAKUZI SEE KAKUSWI","MFG",0,58,"S",37,16,"E",56640,0,"page112.tiff",-0.966666666666667,37.2666666666667,112,"kakuzi see kakuswi","factory","build"
"12617","KAMBUJI","MFG",0,52,"S",34,24,"?",56620,0,"page118.tiff",-0.866666666666667,34.4,118,"kambuji","factory","build"
"12618","KEDAI","MFG",3,16,"S",38,21,"?",56680,1,"page144.tiff",-3.26666666666667,38.35,144,"kedai","factory","build"
"12619","KENYA ORCHARDS PRESERVES FACTORY","MFG",1,26,"S",37,14,"?",56660,1,"page145.tiff",-1.43333333333333,37.2333333333333,145,"kenya orchards preserves factory","factory","build"
"12620","KENYORO","MFG",0,40,"S",34,44,"?",56620,1,"page145.tiff",-0.666666666666667,34.7333333333333,145,"kenyoro","factory","build"
"12621","KERINGA SEE KIRINGA","MFG",0,30,"S",37,19,"?",56640,0,"page146.tiff",-0.5,37.3166666666667,146,"keringa see kiringa","factory","build"
"12622","KIBLESO","MFG",0,4,"S",35,38,"?",56630,1,"page153.tiff",-0.0666666666666667,35.6333333333333,153,"kibleso","factory","build"
"12623","KIBLESO","MFG",0,9,"S",37,44,"?",56630,1,"page153.tiff",-0.15,37.7333333333333,153,"kibleso","factory","build"
"12624","KIBLESO","MFG",0,12,"S",35,43,"?",56630,1,"page153.tiff",-0.2,35.7166666666667,153,"kibleso","factory","build"
"12625","KIGUCHWA","MFG",0,9,"N",37,51,"?",56660,1,"page156.tiff",0.15,37.85,156,"kiguchwa","factory","build"
"12626","KIGUGWA SEE KIGUCHWA","MFG",0,9,"N",37,51,"?",56660,0,"page156.tiff",0.15,37.85,156,"kigugwa see kiguchwa","factory","build"
"12627","KIOMONCHA","MFG",0,33,"S",34,46,"?",56620,1,"page164.tiff",-0.55,34.7666666666667,164,"kiomoncha","factory","build"
"12628","KIPSOIS MILL","MFG",0,36,"S",35,18,"E",56630,1,"page166.tiff",-0.6,35.3,166,"kipsois mill","factory","build"
"12629","KIPTUNGA","MFG",0,27,"S",35,48,"E",56630,1,"page166.tiff",-0.45,35.8,166,"kiptunga","factory","build"
"12630","KIRINGA","MFG",0,30,"S",37,19,"E",56640,1,"page168.tiff",-0.5,37.3166666666667,168,"kiringa","factory","build"
"12631","KITALE TILE WORKS","MFG",1,2,"N",35,0,"E",56630,1,"page171.tiff",1.03333333333333,35,171,"kitale tile works","factory","build"
"12632","KITHEO","MFG",0,8,"N",37,49,"E",56660,1,"page172.tiff",0.133333333333333,37.8166666666667,172,"kitheo","factory","build"
"12633","KOINANGES","MFG",0,51,"S",36,46,"E",56640,1,"page177.tiff",-0.85,36.7666666666667,177,"koinanges","factory","build"
"12634","KOINYANGES SEE KOINANGES","MFG",0,51,"S",36,46,"E",56640,0,"page177.tiff",-0.85,36.7666666666667,177,"koinyanges see koinanges","factory","build"
"12635","LOGOMAN SAWMILLS","MFG",0,28,"S",35,55,"E",56630,1,"page200.tiff",-0.466666666666667,35.9166666666667,200,"logoman sawmills","factory","build"
"12636","LOGOMAN SAWMILLS NUMBER TWO","MFG",0,24,"S",35,54,"E",56630,1,"page200.tiff",-0.4,35.9,200,"logoman sawmills number two","factory","build"
"12637","LOMOLO","MFG",0,2,"N",36,0,"E",56630,1,"page204.tiff",0.0333333333333333,36,204,"lomolo","factory","build"
"12638","LUKUSI","MFG",0,39,"N",34,48,"E",56610,1,"page210.tiff",0.65,34.8,210,"lukusi","factory","build"
"12639","MABROUKIE TEA FACTORY","MFG",1,6,"S",36,40,"E",56640,1,"page212.tiff",-1.1,36.6666666666667,212,"mabroukie tea factory","factory","build"
"12640","MALAGET","MFG",0,3,"S",35,29,"E",56630,1,"page220.tiff",-0.05,35.4833333333333,220,"malaget","factory","build"
"12641","MAMOI SAWMILLS","MFG",0,6,"S",36,13,"E",56630,1,"page222.tiff",-0.1,36.2166666666667,222,"mamoi sawmills","factory","build"
"12642","MARANIA SEE THAIE","MFG",0,2,"N",37,33,"E",56660,0,"page225.tiff",0.0333333333333333,37.55,225,"marania see thaie","factory","build"
"12643","MARASHONI","MFG",0,23,"S",35,48,"E",56630,1,"page225.tiff",-0.383333333333333,35.8,225,"marashoni","factory","build"
"12644","MATHAKWA","MFG",0,19,"S",37,6,"E",56640,1,"page230.tiff",-0.316666666666667,37.1,230,"mathakwa","factory","build"
"12645","MOROMBA","MFG",0,36,"S",34,51,"E",56620,1,"page249.tiff",-0.6,34.85,249,"moromba","factory","build"
"12646","MORUMBA SEE MOROMBA","MFG",0,36,"S",34,51,"E",56620,0,"page250.tiff",-0.6,34.85,250,"morumba see moromba","factory","build"
"12647","MOUNT BLACKETT SAWMILLS NUMBER THREE","MFG",0,23,"S",35,44,"E",56630,1,"page250.tiff",-0.383333333333333,35.7333333333333,250,"mount blackett sawmills number three","factory","build"
"12648","MOUNT BLACKETT SAWMILLS NUMBER TWO","MFG",0,24,"S",35,42,"E",56630,1,"page250.tiff",-0.4,35.7,250,"mount blackett sawmills number two","factory","build"
"12649","MOUNT ELGON SAWMILLS","MFG",1,7,"N",34,43,"E",56630,1,"page251.tiff",1.11666666666667,34.7166666666667,251,"mount elgon sawmills","factory","build"
"12650","MTAMBO","MFG",2,17,"S",40,55,"E",56680,1,"page252.tiff",-2.28333333333333,40.9166666666667,252,"mtambo","factory","build"
"12651","MUNYU","MFG",1,7,"S",37,10,"E",56640,1,"page260.tiff",-1.11666666666667,37.1666666666667,260,"munyu","factory","build"
"12652","MUTHERA","MFG",0,23,"S",37,8,"E",56640,1,"page263.tiff",-0.383333333333333,37.1333333333333,263,"muthera","factory","build"
"12653","NDARUGU","MFG",1,5,"S",37,5,"E",56640,1,"page282.tiff",-1.08333333333333,37.0833333333333,282,"ndarugu","factory","build"
"12654","NDERIT SAWMILL","MFG",0,39,"S",36,2,"E",56630,1,"page283.tiff",-0.65,36.0333333333333,283,"nderit sawmill","factory","build"
"12655","NDULA","MFG",1,2,"S",37,15,"E",56640,1,"page285.tiff",-1.03333333333333,37.25,285,"ndula","factory","build"
"12656","NJORO CANNING FACTORY","MFG",0,22,"S",35,56,"E",56630,1,"page295.tiff",-0.366666666666667,35.9333333333333,295,"njoro canning factory","factory","build"
"12657","NYABOMITE","MFG",0,31,"S",34,53,"E",56620,1,"page299.tiff",-0.516666666666667,34.8833333333333,299,"nyabomite","factory","build"
"12658","NYACHENGE","MFG",0,43,"S",34,38,"E",56620,0,"page300.tiff",-0.716666666666667,34.6333333333333,300,"nyachenge","factory","build"
"12659","NYAGUTA","MFG",0,44,"S",34,49,"E",56620,1,"page300.tiff",-0.733333333333333,34.8166666666667,300,"nyaguta","factory","build"
"12660","NYAKOE","MFG",0,37,"S",34,44,"E",56620,1,"page301.tiff",-0.616666666666667,34.7333333333333,301,"nyakoe","factory","build"
"12661","NYAMARAMBE","MFG",0,48,"S",34,38,"E",56620,0,"page302.tiff",-0.8,34.6333333333333,302,"nyamarambe","factory","build"
"12662","NYAMBUNDE","MFG",0,47,"S",34,48,"E",56620,0,"page302.tiff",-0.783333333333333,34.8,302,"nyambunde","factory","build"
"12663","NYATURUBO","MFG",0,46,"S",34,51,"E",56620,0,"page305.tiff",-0.766666666666667,34.85,305,"nyaturubo","factory","build"
"12664","NYOSIA","MFG",0,43,"S",34,49,"E",56620,1,"page306.tiff",-0.716666666666667,34.8166666666667,306,"nyosia","factory","build"
"12665","OL MOROGI SAWMILLS","MFG",0,16,"S",36,14,"E",56640,1,"page313.tiff",-0.266666666666667,36.2333333333333,313,"ol morogi sawmills","factory","build"
"12666","OSORE","MFG",0,14,"N",34,49,"E",56610,1,"page319.tiff",0.233333333333333,34.8166666666667,319,"osore","factory","build"
"12667","RONDO TIMBER COMPANY LIMITED","MFG",0,14,"N",34,53,"E",56610,1,"page330.tiff",0.233333333333333,34.8833333333333,330,"rondo timber company limited","factory","build"
"12668","RUIRU MILLS","MFG",1,6,"S",36,55,"E",56640,1,"page331.tiff",-1.1,36.9166666666667,331,"ruiru mills","factory","build"
"12669","SEREM","MFG",0,5,"N",34,53,"E",56630,1,"page339.tiff",0.0833333333333333,34.8833333333333,339,"serem","factory","build"
"12670","SINGALO","MFG",0,6,"N",35,22,"E",56630,1,"page346.tiff",0.1,35.3666666666667,346,"singalo","factory","build"
"12671","SOKORO","MFG",0,18,"S",35,48,"E",56630,1,"page348.tiff",-0.3,35.8,348,"sokoro","factory","build"
"12672","SONGI","MFG",0,26,"S",35,46,"E",56630,1,"page349.tiff",-0.433333333333333,35.7666666666667,349,"songi","factory","build"
"12673","SOTIK WATTLE COMPANY","MFG",0,44,"S",35,1,"E",56620,1,"page350.tiff",-0.733333333333333,35.0166666666667,350,"sotik wattle company","factory","build"
"12674","SUAM SAWMILLS","MFG",1,10,"N",34,44,"E",56630,1,"page351.tiff",1.16666666666667,34.7333333333333,351,"suam sawmills","factory","build"
"12675","TAGABI TEA FACTORY","MFG",0,27,"S",35,13,"E",56630,1,"page354.tiff",-0.45,35.2166666666667,354,"tagabi tea factory","factory","build"
"12676","THAIE","MFG",0,2,"N",37,33,"E",56660,1,"page358.tiff",0.0333333333333333,37.55,358,"thaie","factory","build"
"12677","THAIE","MFG",0,4,"N",37,38,"E",56660,1,"page358.tiff",0.0666666666666667,37.6333333333333,358,"thaie","factory","build"
"12678","THIRANI","MFG",0,20,"S",37,38,"E",56660,1,"page359.tiff",-0.333333333333333,37.6333333333333,359,"thirani","factory","build"
"12679","TIMSALES TIMBOROA","MFG",0,4,"N",35,29,"E",56630,1,"page361.tiff",0.0666666666666667,35.4833333333333,361,"timsales timboroa","factory","build"
"12680","WEITHAGA","MFG",0,42,"S",36,59,"E",56640,1,"page377.tiff",-0.7,36.9833333333333,377,"weithaga","factory","build"
"12681","WEST MAU SAWMILLS NUMBER ONE SEE WESTERN MAU SAWMILLS NUMBER ONE","MFG",0,16,"S",35,35,"E",56630,0,"page377.tiff",-0.266666666666667,35.5833333333333,377,"west mau sawmills number one see western mau sawmills number one","factory","build"
"12682","WESTERN MAU SAWMILLS NUMBER ONE","MFG",0,16,"S",35,35,"E",56630,1,"page377.tiff",-0.266666666666667,35.5833333333333,377,"western mau sawmills number one","factory","build"
"12683","?IBINGEI","MFG",0,44,"N",34,41,"?",56610,1,"page153.tiff",0.733333333333333,34.6833333333333,153,"?ibingei","factory","build"
"12684"," GATHAITE","MKT",0,57,"S",36,52,"E",56640,1,"page74.tiff",-0.95,36.8666666666667,74," gathaite","market","build"
"12685","ABOM","MKT",0,2,"S",34,21,"E",56620,1,"page15.tiff",-0.0333333333333333,34.35,15,"abom","market","build"
"12686","AGOLO-MUOK","MKT",0,47,"S",34,7,"E",56620,1,"page16.tiff",-0.783333333333333,34.1166666666667,16,"agolo-muok","market","build"
"12687","AJIGO","MKT",0,6,"S",34,21,"E",56620,1,"page17.tiff",-0.1,34.35,17,"ajigo","market","build"
"12688","AKERIEMET","MKT",1,32,"N",35,25,"E",56630,2,"page17.tiff",1.53333333333333,35.4166666666667,17,"akeriemet","market","build"
"12689","AKORET","MKT",1,24,"N",36,1,"E",56630,3,"page18.tiff",1.4,36.0166666666667,18,"akoret","market","build"
"12690","AMOYA","MKT",0,50,"S",34,21,"E",56620,0,"page19.tiff",-0.833333333333333,34.35,19,"amoya","market","build"
"12691","AMOYO SEE AMOYA","MKT",0,50,"S",34,21,"E",56620,0,"page19.tiff",-0.833333333333333,34.35,19,"amoyo see amoya","market","build"
"12692","ANDUNGOSI","MKT",0,31,"N",34,9,"E",56610,1,"page20.tiff",0.516666666666667,34.15,20,"andungosi","market","build"
"12693","ANGATA BARAGOI","MKT",1,23,"S",34,47,"E",56630,1,"page20.tiff",-1.38333333333333,34.7833333333333,20,"angata baragoi","market","build"
"12694","ANGOROM","MKT",0,30,"N",34,8,"E",56610,1,"page20.tiff",0.5,34.1333333333333,20,"angorom","market","build"
"12695","ANYUONGI","MKT",0,11,"S",34,17,"E",56620,1,"page21.tiff",-0.183333333333333,34.2833333333333,21,"anyuongi","market","build"
"12696","AORA CHUODHO","MKT",0,47,"S",34,14,"E",56620,1,"page21.tiff",-0.783333333333333,34.2333333333333,21,"aora chuodho","market","build"
"12697","ARAM","MKT",0,13,"S",34,20,"E",56620,1,"page21.tiff",-0.216666666666667,34.3333333333333,21,"aram","market","build"
"12698","ASINGE","MKT",0,33,"N",34,11,"E",56610,1,"page23.tiff",0.55,34.1833333333333,23,"asinge","market","build"
"12699","ATHERU","MKT",0,18,"N",37,58,"E",56660,1,"page23.tiff",0.3,37.9666666666667,23,"atheru","market","build"
"12700","AWACH","MKT",0,14,"S",34,57,"E",56620,1,"page23.tiff",-0.233333333333333,34.95,23,"awach","market","build"
"12701","AWACH SEE SEME AWACH","MKT",0,6,"S",34,28,"E",56620,0,"page23.tiff",-0.1,34.4666666666667,23,"awach see seme awach","market","build"
"12702","BANJA","MKT",0,2,"N",34,50,"E",56610,1,"page26.tiff",0.0333333333333333,34.8333333333333,26,"banja","market","build"
"12703","BARANGI","MKT",0,55,"S",34,44,"E",56620,0,"page26.tiff",-0.916666666666667,34.7333333333333,26,"barangi","market","build"
"12704","BARTON","MKT",0,24,"S",36,50,"E",56640,1,"page27.tiff",-0.4,36.8333333333333,27,"barton","market","build"
"12705","BAUJA SEE BANJA","MKT",0,2,"N",34,50,"E",56610,0,"page28.tiff",0.0333333333333333,34.8333333333333,28,"bauja see banja","market","build"
"12706","BEKAYI","MKT",0,31,"N",34,13,"E",56610,1,"page28.tiff",0.516666666666667,34.2166666666667,28,"bekayi","market","build"
"12707","BEKIBON","MKT",0,20,"N",35,53,"E",56630,1,"page28.tiff",0.333333333333333,35.8833333333333,28,"bekibon","market","build"
"12708","BIRBIRET SEE BIRIBIRIET","MKT",0,23,"N",35,11,"E",56630,0,"page29.tiff",0.383333333333333,35.1833333333333,29,"birbiret see biribiriet","market","build"
"12709","BIREMBE","MKT",0,14,"N",34,51,"E",56610,0,"page29.tiff",0.233333333333333,34.85,29,"birembe","market","build"
"12710","BIRIBIRIET","MKT",0,23,"N",35,11,"E",56630,1,"page29.tiff",0.383333333333333,35.1833333333333,29,"biribiriet","market","build"
"12711","BODI","MKT",0,22,"S",34,56,"E",56620,1,"page30.tiff",-0.366666666666667,34.9333333333333,30,"bodi","market","build"
"12712","BOGENDI","MKT",0,28,"N",34,10,"E",56610,1,"page30.tiff",0.466666666666667,34.1666666666667,30,"bogendi","market","build"
"12713","BOITO","MKT",0,42,"S",35,18,"E",56630,1,"page31.tiff",-0.7,35.3,31,"boito","market","build"
"12714","BOKOLI","MKT",0,43,"N",34,39,"E",56610,1,"page31.tiff",0.716666666666667,34.65,31,"bokoli","market","build"
"12715","BONDO","MKT",0,14,"N",34,16,"E",56620,1,"page31.tiff",0.233333333333333,34.2666666666667,31,"bondo","market","build"
"12716","BUDEBU","MKT",0,9,"N",34,2,"E",56610,1,"page33.tiff",0.15,34.0333333333333,33,"budebu","market","build"
"12717","BUGAR","MKT",0,45,"N",35,30,"E",56630,3,"page33.tiff",0.75,35.5,33,"bugar","market","build"
"12718","BUJANGO","MKT",0,27,"N",34,40,"E",56610,1,"page33.tiff",0.45,34.6666666666667,33,"bujango","market","build"
"12719","BUKHALALIRE","MKT",0,19,"N",34,17,"E",56610,1,"page33.tiff",0.316666666666667,34.2833333333333,33,"bukhalalire","market","build"
"12720","BUKIRI","MKT",0,14,"N",34,5,"E",56610,1,"page34.tiff",0.233333333333333,34.0833333333333,34,"bukiri","market","build"
"12721","BUKUGA","MKT",0,2,"N",34,41,"E",56610,1,"page34.tiff",0.0333333333333333,34.6833333333333,34,"bukuga","market","build"
"12722","BULEKHERO","MKT",0,22,"N",34,43,"E",56610,1,"page34.tiff",0.366666666666667,34.7166666666667,34,"bulekhero","market","build"
"12723","BULONDO","MKT",0,28,"N",34,35,"E",56610,1,"page34.tiff",0.466666666666667,34.5833333333333,34,"bulondo","market","build"
"12724","BULWANI","MKT",0,22,"N",34,19,"E",56610,1,"page35.tiff",0.366666666666667,34.3166666666667,35,"bulwani","market","build"
"12725","BUNDO","MKT",0,36,"S",34,55,"E",56620,1,"page35.tiff",-0.6,34.9166666666667,35,"bundo","market","build"
"12726","BUNGASIA","MKT",0,12,"N",34,24,"E",56620,1,"page35.tiff",0.2,34.4,35,"bungasia","market","build"
"12727","BUSIA","MKT",0,28,"N",34,6,"E",56610,1,"page36.tiff",0.466666666666667,34.1,36,"busia","market","build"
"12728","BUSIA SEE LUGULU","MKT",0,24,"N",34,18,"E",56610,0,"page36.tiff",0.4,34.3,36,"busia see lugulu","market","build"
"12729","BUTALI","MKT",0,29,"N",34,50,"E",56610,1,"page37.tiff",0.483333333333333,34.8333333333333,37,"butali","market","build"
"12730","BUTOLE SEE BUTALI","MKT",0,29,"N",34,50,"E",56610,0,"page37.tiff",0.483333333333333,34.8333333333333,37,"butole see butali","market","build"
"12731","BUYOFU","MKT",0,29,"N",34,23,"E",56610,1,"page37.tiff",0.483333333333333,34.3833333333333,37,"buyofu","market","build"
"12732","CHANGACH","MKT",0,26,"N",35,35,"E",56630,1,"page39.tiff",0.433333333333333,35.5833333333333,39,"changach","market","build"
"12733","CHANGARA","MKT",0,45,"N",34,25,"E",56610,1,"page39.tiff",0.75,34.4166666666667,39,"changara","market","build"
"12734","CHANIA","MKT",0,57,"S",36,57,"E",56640,1,"page39.tiff",-0.95,36.95,39,"chania","market","build"
"12735","CHEBARBAR","MKT",0,12,"N",35,8,"E",56630,0,"page40.tiff",0.2,35.1333333333333,40,"chebarbar","market","build"
"12736","CHEBIRIR","MKT",0,2,"S",34,56,"E",56630,0,"page41.tiff",-0.0333333333333333,34.9333333333333,41,"chebirir","market","build"
"12737","CHEBLOCH","MKT",0,27,"N",35,39,"E",56630,1,"page41.tiff",0.45,35.65,41,"chebloch","market","build"
"12738","CHEBORGE","MKT",0,35,"S",35,9,"E",56630,1,"page41.tiff",-0.583333333333333,35.15,41,"cheborge","market","build"
"12739","CHEBORORWA","MKT",0,57,"N",35,23,"E",56630,1,"page41.tiff",0.95,35.3833333333333,41,"chebororwa","market","build"
"12740","CHEGE","MKT",0,52,"S",36,55,"E",56640,1,"page41.tiff",-0.866666666666667,36.9166666666667,41,"chege","market","build"
"12741","CHEKULO","MKT",0,39,"N",34,39,"E",56610,1,"page41.tiff",0.65,34.65,41,"chekulo","market","build"
"12742","CHEMANER","MKT",0,48,"S",35,29,"E",56630,1,"page42.tiff",-0.8,35.4833333333333,42,"chemaner","market","build"
"12743","CHEMOGONJA SEE CHIMAGONJA","MKT",0,12,"N",35,0,"E",56630,0,"page42.tiff",0.2,35,42,"chemogonja see chimagonja","market","build"
"12744","CHEPKOBEH","MKT",1,28,"N",35,14,"E",56630,1,"page43.tiff",1.46666666666667,35.2333333333333,43,"chepkobeh","market","build"
"12745","CHEPKUBE","MKT",0,51,"N",34,26,"E",56610,1,"page44.tiff",0.85,34.4333333333333,44,"chepkube","market","build"
"12746","CHEPKUMIA","MKT",0,8,"N",34,56,"E",56630,0,"page44.tiff",0.133333333333333,34.9333333333333,44,"chepkumia","market","build"
"12747","CHEPKUNYUK","MKT",0,9,"N",35,13,"E",56630,0,"page44.tiff",0.15,35.2166666666667,44,"chepkunyuk","market","build"
"12748","CHEPKUNYUK","MKT",0,9,"N",35,14,"E",56630,1,"page44.tiff",0.15,35.2333333333333,44,"chepkunyuk","market","build"
"12749","CHEPLANGET","MKT",0,39,"S",35,8,"E",56630,1,"page44.tiff",-0.65,35.1333333333333,44,"cheplanget","market","build"
"12750","CHEPSONOI","MKT",0,11,"N",34,57,"E",56630,1,"page44.tiff",0.183333333333333,34.95,44,"chepsonoi","market","build"
"12751","CHEPSWERTA","MKT",0,4,"S",35,4,"E",56630,0,"page44.tiff",-0.0666666666666667,35.0666666666667,44,"chepswerta","market","build"
"12752","CHEPTAI","MKT",0,48,"N",34,28,"E",56610,1,"page44.tiff",0.8,34.4666666666667,44,"cheptai","market","build"
"12753","CHEPTARI'T","MKT",0,19,"N",35,10,"E",56630,1,"page45.tiff",0.316666666666667,35.1666666666667,45,"cheptari't","market","build"
"12754","CHEPYEGORIS","MKT",0,22,"N",35,1,"E",56630,0,"page45.tiff",0.366666666666667,35.0166666666667,45,"chepyegoris","market","build"
"12755","CHICKMUNU","MKT",1,8,"S",36,37,"E",56640,1,"page46.tiff",-1.13333333333333,36.6166666666667,46,"chickmunu","market","build"
"12756","CHIMAGONJA","MKT",0,12,"N",35,0,"E",56630,1,"page47.tiff",0.2,35,47,"chimagonja","market","build"
"12757","CHIMUJE","MKT",0,28,"N",34,54,"E",56610,1,"page47.tiff",0.466666666666667,34.9,47,"chimuje","market","build"
"12758","CHIPKUNYU SEE CHEPKUNYUK","MKT",0,9,"N",35,14,"E",56630,0,"page47.tiff",0.15,35.2333333333333,47,"chipkunyu see chepkunyuk","market","build"
"12759","CHULUNI","MKT",1,25,"S",38,2,"E",56660,1,"page48.tiff",-1.41666666666667,38.0333333333333,48,"chuluni","market","build"
"12760","CHWELE","MKT",0,44,"N",34,35,"E",56610,1,"page49.tiff",0.733333333333333,34.5833333333333,49,"chwele","market","build"
"12761","DADAAB","MKT",0,4,"N",40,19,"E",56670,2,"page50.tiff",0.0666666666666667,40.3166666666667,50,"dadaab","market","build"
